transaction_id,items,basket_size,basket_total
119,"['hard_cheese', 'rolls/buns', 'bottled_water', 'newspapers']",4,27.140728047920412
120,"['cream_cheese', 'rolls/buns', 'soda', 'chocolate']",4,23.998386639622147
121,"['whole_milk', 'beverages']",2,12.735403113910358
122,"['rolls/buns', 'soda']",2,9.133026098412913
124,"['pip_fruit', 'other_vegetables', 'fruit/vegetable_juice']",3,29.43807761144825
125,"['root_vegetables', 'other_vegetables', 'yogurt']",3,15.832148100750583
128,"['root_vegetables', 'whole_milk', 'pet_care', 'detergent']",4,10.769631948321575
131,"['pickled_vegetables', 'coffee']",2,23.661355414941546
134,"['turkey', 'pip_fruit', 'salad_dressing', 'pastry']",4,34.97518206170801
136,"['citrus_fruit', 'tropical_fruit']",2,24.223014697953907
137,"['citrus_fruit', 'sugar', 'sauces']",3,30.932181496769655
138,"['citrus_fruit', 'packaged_fruit/vegetables', 'yogurt', 'bottled_water']",4,33.55596706192996
139,"['uht-milk', 'coffee']",2,16.17302973822646
142,"['beef', 'citrus_fruit', 'other_vegetables', 'yogurt']",4,38.443975559992595
145,"['other_vegetables', 'yogurt', 'brown_bread', 'instant_coffee']",4,29.43355010930325
146,"['bottled_water', 'cake_bar']",2,10.815661099525583
147,"['tropical_fruit', 'soda', 'salty_snack']",3,26.320712247178886
149,"['grapes', 'root_vegetables']",2,4.162547848489986
150,"['domestic_eggs', 'brown_bread', 'photo/film']",3,15.59790527981102
151,"['tropical_fruit', 'whole_milk']",2,18.586100080466228
153,"['margarine', 'hygiene_articles']",2,22.042949808528125
154,"['soda', 'specialty_chocolate']",2,14.665175984318035
160,"['frankfurter', 'rolls/buns']",2,13.763503970886749
161,"['salt', 'salty_snack', 'cookware']",3,25.2530128178024
163,"['other_vegetables', 'butter', 'specialty_chocolate']",3,25.040153951122537
165,"['frankfurter', 'whole_milk', 'butter_milk']",3,25.69117568591689
166,"['whole_milk', 'soda']",2,14.131191930446754
169,"['whole_milk', 'hygiene_articles']",2,16.996283711151875
171,"['citrus_fruit', 'whole_milk', 'curd', 'soft_cheese']",4,34.65310811414557
172,"['pastry', 'fruit/vegetable_juice']",2,14.418050763102032
174,"['other_vegetables', 'bottled_water']",2,13.934097685214306
175,"['berries', 'white_bread']",2,19.36254942727851
176,"['berries', 'coffee']",2,21.151406018507863
177,"['other_vegetables', 'butter_milk', 'frozen_meals', 'bottled_water']",4,32.65016427578015
178,"['rolls/buns', 'newspapers']",2,13.164622805034266
179,"['whole_milk', 'frozen_dessert', 'salty_snack', 'napkins']",4,20.9857843805466
180,"['tropical_fruit', 'butter_milk', 'rolls/buns', 'bottled_water']",4,23.83970139528222
182,"['butter_milk', 'yogurt']",2,10.724467348875567
185,"['hard_cheese', 'pastry', 'napkins']",3,21.406408971509688
186,"['onions', 'whole_milk', 'beverages', 'frozen_dessert']",4,26.062216889546267
191,"['yogurt', 'chocolate']",2,13.631005707048901
192,"['domestic_eggs', 'rolls/buns', 'dish_cleaner', 'hygiene_articles']",4,14.76555685677923
194,"['meat', 'other_vegetables', 'whole_milk', 'whipped/sour_cream']",4,34.95668406251205
195,"['dish_cleaner', 'bathroom_cleaner', 'hygiene_articles', 'napkins']",4,25.100963420393377
196,"['other_vegetables', 'whole_milk', 'rolls/buns', 'instant_food_products']",4,28.03706888611369
197,"['tropical_fruit', 'other_vegetables']",2,22.334199125422245
198,"['baking_powder', 'bottled_water', 'salty_snack', 'chewing_gum']",4,21.674324259331765
201,"['frankfurter', 'yogurt']",2,15.692893892395094
203,"['domestic_eggs', 'rolls/buns', 'specialty_bar', 'napkins']",4,17.113453428935003
204,"['other_vegetables', 'pet_care']",2,11.957226175852233
205,"['soda', 'chewing_gum']",2,8.096779614482973
208,"['root_vegetables', 'pastry', 'bottled_water', 'male_cosmetics']",4,15.013533545622069
210,"['berries', 'pet_care', 'cake_bar', 'shopping_bags']",4,28.638260798017917
211,"['whole_milk', 'oil', 'canned_fruit', 'fruit/vegetable_juice']",4,29.432804970239935
212,"['soda', 'misc._beverages']",2,12.908081091925087
213,"['bottled_water', 'soda']",2,10.589715817895526
214,"['tropical_fruit', 'other_vegetables', 'rolls/buns']",3,24.199770669793164
217,"['citrus_fruit', 'uht-milk', 'cream_cheese', 'frozen_vegetables']",4,29.36500454622651
218,"['dessert', 'oil', 'cat_food', 'soda']",4,34.161734006358515
220,"['coffee', 'hygiene_articles']",2,21.624818565985038
221,"['rolls/buns', 'brown_bread', 'bottled_water']",3,16.780316240756818
222,"['bottled_water', 'misc._beverages', 'cling_film/bags']",3,17.571391632545115
223,"['herbs', 'bottled_water']",2,6.569595970575673
224,"['yogurt', 'rolls/buns']",2,5.660533010250183
228,"['beef', 'root_vegetables']",2,12.96187589237066
229,"['whole_milk', 'honey', 'waffles']",3,33.16091430750187
230,"['other_vegetables', 'whole_milk', 'cream_cheese']",3,22.50489009780513
231,"['whole_milk', 'rolls/buns', 'newspapers']",3,20.028360181439027
232,"['frankfurter', 'margarine', 'dental_care']",3,26.871541252915694
233,"['other_vegetables', 'salty_snack']",2,17.942731410436195
234,"['bottled_water', 'shopping_bags']",2,13.462598684437996
236,"['other_vegetables', 'whipped/sour_cream', 'specialty_cheese', 'domestic_eggs']",4,27.100076338306764
238,"['whole_milk', 'cream_cheese', 'soda', 'fruit/vegetable_juice']",4,25.037079581858777
240,"['pastry', 'bottled_water']",2,11.863740675583134
241,"['frankfurter', 'soda']",2,19.165386980557827
242,"['dessert', 'candy']",2,17.70474407113636
243,"['other_vegetables', 'packaged_fruit/vegetables', 'uht-milk', 'bottled_water']",4,32.552947530507566
244,"['beverages', 'rolls/buns', 'soda']",3,15.004691835918512
246,"['brown_bread', 'soda', 'salty_snack', 'shopping_bags']",4,36.331170396234256
247,"['whole_milk', 'cream_cheese', 'coffee']",3,23.385325907682272
248,"['citrus_fruit', 'other_vegetables', 'soda']",3,30.379942969295215
249,"['other_vegetables', 'shopping_bags']",2,20.752173841945243
250,"['whole_milk', 'dessert', 'bottled_water']",3,17.494557903757503
251,"['soda', 'misc._beverages']",2,12.908081091925087
252,"['whole_milk', 'curd']",2,10.653922937642578
253,"['white_bread', 'brown_bread']",2,21.295899072540937
254,"['brown_bread', 'sugar', 'hygiene_articles']",3,26.482139254896403
256,"['coffee', 'detergent', 'hygiene_articles', 'photo/film']",4,26.15864210578893
259,"['other_vegetables', 'yogurt']",2,14.40679788724004
260,"['yogurt', 'bottled_water', 'dishes']",3,17.039998452277686
261,"['bottled_water', 'candy']",2,13.718446071490675
262,"['packaged_fruit/vegetables', 'seasonal_products']",2,19.221079917130112
263,"['other_vegetables', 'margarine']",2,22.52223989514178
265,"['herbs', 'yogurt']",2,7.042296172601407
266,"['citrus_fruit', 'spread_cheese', 'rolls/buns', 'soda']",4,28.057343426312578
270,"['soda', 'female_sanitary_products']",2,15.794355863582934
271,"['white_bread', 'bottled_water', 'soda', 'waffles']",4,34.740647593872055
272,"['coffee', 'chewing_gum', 'chocolate_marshmallow']",3,16.67671173284193
273,"['citrus_fruit', 'bottled_water']",2,15.82291325774597
275,"['frankfurter', 'rolls/buns']",2,13.763503970886749
277,"['yogurt', 'fruit/vegetable_juice', 'newspapers']",3,20.970584077915042
280,"['root_vegetables', 'other_vegetables']",2,12.037186634871318
281,"['onions', 'fruit/vegetable_juice']",2,14.623318692689388
284,"['rolls/buns', 'soda', 'snack_products', 'newspapers']",4,25.368448409260722
285,"['butter', 'fruit/vegetable_juice', 'newspapers']",3,24.2062187115215
288,"['fruit/vegetable_juice', 'long_life_bakery_product']",2,20.429628822914424
289,"['pip_fruit', 'whole_milk', 'bottled_water', 'candy']",4,33.53185328661048
293,"['cling_film/bags', 'pot_plants']",2,23.255027929541455
294,"['chicken', 'pastry']",2,10.89912708552502
296,"['whipped/sour_cream', 'pastry', 'specialty_bar']",3,25.878799226064515
297,"['root_vegetables', 'brown_bread']",2,13.017833646042913
298,"['rolls/buns', 'soda']",2,9.133026098412913
299,"['coffee', 'long_life_bakery_product']",2,26.045329702779917
300,"['pip_fruit', 'whole_milk', 'canned_fish']",3,21.619101196366607
306,"['rolls/buns', 'spices']",2,3.6364953744543826
307,"['beverages', 'pastry', 'bottled_water']",3,17.735406413088732
308,"['beef', 'citrus_fruit', 'other_vegetables', 'rolls/buns']",4,36.51458563848425
309,"['root_vegetables', 'whole_milk', 'detergent']",3,9.424242193830118
310,"['yogurt', 'bottled_water']",2,7.117222729732795
311,"['frankfurter', 'root_vegetables', 'newspapers']",3,24.62233390068972
313,"['tropical_fruit', 'domestic_eggs', 'rolls/buns', 'pastry']",4,22.73616657155157
315,"['coffee', 'soda']",2,18.759726785279916
318,"['tropical_fruit', 'other_vegetables']",2,22.334199125422245
319,"['meat', 'other_vegetables']",2,23.185670264199416
321,"['rolls/buns', 'pastry', 'newspapers']",3,21.706102216763874
322,"['whole_milk', 'rolls/buns', 'detergent']",3,9.864463524690493
324,"['whole_milk', 'domestic_eggs', 'rolls/buns', 'soda']",4,16.603516386207254
325,"['whole_milk', 'hard_cheese', 'chocolate_marshmallow']",3,21.872695796600404
326,"['curd', 'butter_milk', 'yogurt', 'beverages']",4,20.386318647618985
329,"['chicken', 'butter', 'newspapers']",3,20.687295033944487
330,"['yogurt', 'pastry', 'coffee']",3,23.82871310884679
331,"['pastry', 'coffee']",2,20.033751642967523
332,"['chicken', 'beef', 'specialty_chocolate']",3,21.29189478293157
333,"['whole_milk', 'frozen_meals', 'rolls/buns']",3,20.515869628345225
335,"['rolls/buns', 'canned_fish']",2,3.6712655256177236
338,"['curd', 'uht-milk', 'artif._sweetener', 'dental_care']",4,17.92675791172624
339,"['beef', 'berries', 'onions', 'rolls/buns']",4,31.80797835181794
340,"['yogurt', 'hygiene_articles', 'newspapers', 'shopping_bags']",4,35.3668964818742
341,"['bottled_water', 'candy']",2,13.718446071490675
342,"['frankfurter', 'beef', 'butter']",3,30.46505420486167
343,"['rolls/buns', 'soda', 'snack_products', 'shopping_bags']",4,24.20973456918184
344,"['whole_milk', 'pastry', 'bottled_water', 'hygiene_articles']",4,28.86002438673501
346,"['rolls/buns', 'newspapers']",2,13.164622805034266
347,"['yogurt', 'specialty_bar']",2,16.2250048583063
348,"['whipped/sour_cream', 'specialty_bar']",2,17.33731981433491
350,"['beverages', 'rolls/buns']",2,7.737237281876517
352,"['rolls/buns', 'shopping_bags']",2,12.005908964955385
353,"['bottled_water', 'soda']",2,10.589715817895526
355,"['spread_cheese', 'rolls/buns', 'bottled_water', 'newspapers']",4,22.910549402895022
356,"['tropical_fruit', 'spread_cheese', 'rolls/buns', 'soda']",4,27.279054136481605
358,"['chicken', 'onions', 'herbs', 'hygiene_articles']",4,24.484276056581635
359,"['beef', 'tropical_fruit', 'root_vegetables', 'yogurt']",4,28.479200062311392
361,"['frankfurter', 'rolls/buns', 'mustard']",3,18.211006617641555
362,"['grapes', 'soda']",2,10.004652189021439
363,"['beverages', 'rolls/buns']",2,7.737237281876517
364,"['ice_cream', 'sugar', 'flower_(seeds)']",3,24.94012802598788
366,"['dessert', 'beverages', 'bottled_water']",3,16.502486264858344
369,"['berries', 'other_vegetables', 'whole_milk', 'whipped/sour_cream']",4,32.04198400694335
370,"['vinegar', 'oil']",2,15.712693494865976
371,"['rolls/buns', 'soda', 'specialty_bar']",3,21.563069490839947
373,"['rolls/buns', 'newspapers']",2,13.164622805034266
374,"['onions', 'other_vegetables', 'flour']",3,21.256252713903475
375,"['tropical_fruit', 'whole_milk', 'rolls/buns']",3,20.451671624837147
377,"['meat', 'rolls/buns', 'soda', 'specialty_bar']",4,34.13690333367859
378,"['whole_milk', 'dessert']",2,14.172296639903973
379,"['pet_care', 'bottled_water']",2,4.667651018344987
380,"['root_vegetables', 'other_vegetables', 'soda', 'shopping_bags']",4,29.44497860949778
382,"['frozen_dessert', 'semi-finished_bread']",2,7.418507230306176
383,"['root_vegetables', 'whole_milk', 'yogurt', 'rolls/buns']",4,13.949620600165485
384,"['root_vegetables', 'whole_milk', 'butter', 'coffee']",4,26.811955920638944
385,"['soda', 'newspapers']",2,18.566505814705344
387,"['whole_milk', 'chewing_gum']",2,7.693062436845736
388,"['root_vegetables', 'pot_plants']",2,16.0718743122435
389,"['cream_cheese', 'spread_cheese', 'rolls/buns']",3,13.318553178417737
391,"['citrus_fruit', 'tropical_fruit', 'pip_fruit']",3,37.17268453666895
392,"['citrus_fruit', 'whole_milk']",2,19.364389370297197
394,"['whole_milk', 'yogurt']",2,10.658698842284023
398,"['berries', 'whole_milk', 'whipped/sour_cream', 'domestic_eggs']",4,22.03690049697216
399,"['packaged_fruit/vegetables', 'whole_milk', 'rolls/buns', 'pastry']",4,31.208880670810007
400,"['frankfurter', 'soda']",2,19.165386980557827
401,"['other_vegetables', 'whipped/sour_cream']",2,15.519112843268653
402,"['beef', 'other_vegetables']",2,22.148362100220893
404,"['frozen_meals', 'misc._beverages']",2,17.42718724545264
406,"['packaged_fruit/vegetables', 'pickled_vegetables']",2,26.107175522008355
408,"['berries', 'frozen_vegetables', 'pet_care', 'instant_coffee']",4,21.593071076598168
409,"['bottled_water', 'soda', 'chewing_gum', 'napkins']",4,13.630126459083975
410,"['ice_cream', 'rolls/buns']",2,14.433338664601333
411,"['frankfurter', 'citrus_fruit', 'tropical_fruit', 'rolls/buns']",4,37.98651866884065
412,"['beef', 'root_vegetables', 'whole_milk', 'cream_cheese']",4,24.854929568815017
414,"['sugar', 'hygiene_articles']",2,14.88965582236403
415,"['berries', 'whipped/sour_cream']",2,14.566410209177818
416,"['yogurt', 'beverages', 'coffee']",3,21.158899434622782
418,"['potato_products', 'flower_(seeds)']",2,17.71304088168053
419,"['chicken', 'other_vegetables', 'salt']",3,23.694382085238047
420,"['fish', 'cream_cheese', 'coffee']",3,25.09855474022605
421,"['other_vegetables', 'misc._beverages']",2,16.252462959243868
422,"['tropical_fruit', 'whole_milk']",2,18.586100080466228
423,"['whole_milk', 'cake_bar', 'newspapers']",3,25.656188472740162
424,"['whole_milk', 'rolls/buns', 'chocolate']",3,18.56535316194531
425,"['rolls/buns', 'soda']",2,9.133026098412913
426,"['citrus_fruit', 'tropical_fruit', 'pip_fruit', 'other_vegetables']",4,47.78452095802973
427,"['sliced_cheese', 'pastry', 'newspapers']",3,22.367587145243988
430,"['root_vegetables', 'whipped/sour_cream']",2,6.3326266354184195
431,"['packaged_fruit/vegetables', 'pot_plants']",2,28.58461643703769
432,"['whole_milk', 'cream_cheese']",2,11.893053676444353
433,"['soda', 'shopping_bags']",2,17.407791974626463
434,"['frankfurter', 'popcorn']",2,17.122400119519032
435,"['frankfurter', 'rolls/buns']",2,13.763503970886749
437,"['frozen_fish', 'newspapers']",2,23.165575292706343
438,"['tropical_fruit', 'newspapers']",2,23.021413964724818
439,"['specialty_chocolate', 'pot_plants']",2,22.044245529009
440,"['citrus_fruit', 'napkins', 'shopping_bags']",3,24.852074995224378
441,"['whole_milk', 'pastry', 'detergent', 'candles']",4,23.069578723523023
443,"['other_vegetables', 'whole_milk', 'white_bread', 'chewing_gum']",4,28.008314498215075
444,"['whole_milk', 'rolls/buns', 'shopping_bags']",3,18.86964634136014
445,"['other_vegetables', 'chewing_gum']",2,11.441161481801753
446,"['whole_milk', 'whipped/sour_cream', 'baking_powder']",3,21.962856744274475
447,"['rolls/buns', 'coffee']",2,13.357843775608838
449,"['ice_cream', 'newspapers']",2,23.866818380893765
450,"['whole_milk', 'frozen_meals', 'newspapers']",3,29.949349344637653
451,"['salt', 'dog_food', 'long_life_bakery_product']",3,27.661817288988193
452,"['other_vegetables', 'whole_milk', 'yogurt']",3,21.2705352636448
455,"['tropical_fruit', 'oil', 'cat_food']",3,31.308082892878776
456,"['other_vegetables', 'butter_milk', 'frozen_fish', 'salty_snack']",4,36.738761325475494
459,"['artif._sweetener', 'soda', 'photo/film']",3,17.05873298081209
460,"['frankfurter', 'whole_milk', 'coffee', 'detergent']",4,31.389096638073323
461,"['whole_milk', 'newspapers']",2,18.162788637068108
462,"['domestic_eggs', 'hygiene_articles', 'photo/film', 'flower_soil/fertilizer']",4,20.903317258764773
464,"['cream_cheese', 'margarine', 'tea']",3,25.729776533273693
465,"['citrus_fruit', 'onions']",2,21.2473993352094
466,"['other_vegetables', 'whipped/sour_cream', 'roll_products']",3,28.440019962608098
468,"['onions', 'domestic_eggs', 'soda', 'hygiene_articles']",4,26.753501141495654
469,"['rolls/buns', 'long_life_bakery_product']",2,16.418629015912913
470,"['ice_cream', 'long_life_bakery_product']",2,27.12082459177241
471,"['coffee', 'fruit/vegetable_juice', 'dishes']",3,27.291619305155237
472,"['whole_milk', 'butter', 'pasta', 'misc._beverages']",4,34.06385113406962
474,"['citrus_fruit', 'berries', 'butter_milk', 'yogurt']",4,32.88425313003795
475,"['margarine', 'newspapers']",2,23.209454734444357
476,"['butter_milk', 'yogurt']",2,10.724467348875567
478,"['whole_milk', 'rice']",2,20.96222097354201
480,"['whole_milk', 'white_bread']",2,16.567153016413325
481,"['grapes', 'zwieback', 'soda', 'waffles']",4,30.476976103388395
483,"['uht-milk', 'bottled_water']",2,8.00301877084207
485,"['yogurt', 'margarine']",2,15.70536493966027
488,"['frankfurter', 'other_vegetables', 'specialty_cheese', 'chewing_gum']",4,34.313304491966115
492,"['whole_milk', 'pastry']",2,15.405216788134362
493,"['dessert', 'bottled_water', 'soda']",3,17.89827508139474
495,"['butter', 'rolls/buns', 'salt']",3,19.6210656339385
497,"['soda', 'misc._beverages']",2,12.908081091925087
498,"['whole_milk', 'frozen_vegetables']",2,14.018016121710687
504,"['bottled_water', 'soda']",2,10.589715817895526
505,"['bottled_water', 'soda', 'chewing_gum']",3,11.419040878336503
506,"['frankfurter', 'turkey', 'citrus_fruit']",3,30.5170209163458
507,"['ice_cream', 'coffee', 'waffles']",3,38.5075554874363
509,"['uht-milk', 'vinegar', 'waffles', 'chocolate']",4,32.85644042917358
511,"['popcorn', 'candy']",2,15.620652500640347
512,"['soda', 'candy']",2,17.663639361679138
513,"['uht-milk', 'instant_coffee']",2,8.11502629651938
516,"['whole_milk', 'soda', 'misc._beverages', 'shopping_bags']",4,29.91215588891431
517,"['cat_food', 'dish_cleaner', 'shopping_bags']",3,20.06617272585485
520,"['root_vegetables', 'skin_care']",2,10.350736739166269
521,"['finished_products', 'other_vegetables', 'soda', 'fruit/vegetable_juice']",4,26.464387816116137
523,"['other_vegetables', 'yogurt', 'oil', 'dental_care']",4,29.290574189677436
525,"['other_vegetables', 'nut_snack']",2,16.141448587115914
528,"['yogurt', 'newspapers']",2,15.094012726542614
529,"['other_vegetables', 'sugar']",2,15.368945908977688
533,"['dessert', 'white_bread']",2,17.01197490350778
534,"['citrus_fruit', 'tropical_fruit', 'pip_fruit', 'long_life_bakery_product']",4,51.72574200821095
537,"['turkey', 'whole_milk', 'uht-milk', 'fruit/vegetable_juice']",4,23.539502730703255
538,"['grapes', 'chocolate', 'light_bulbs']",3,24.876537453806584
540,"['bottled_water', 'pot_plants']",2,17.96878536258649
541,"['prosecco', 'hygiene_articles', 'pot_plants']",3,31.748336429303524
542,"['uht-milk', 'soda', 'dish_cleaner', 'napkins']",4,16.319983708049623
544,"['tropical_fruit', 'pasta', 'bottled_water']",3,29.573515088211042
546,"['yogurt', 'uht-milk', 'rolls/buns']",3,10.341290517238722
547,"['rolls/buns', 'coffee']",2,13.357843775608838
548,"['whole_milk', 'brown_bread']",2,18.45622080893713
549,"['brown_bread', 'chocolate']",2,21.428527673702007
551,"['other_vegetables', 'yogurt', 'cream_cheese']",3,19.436114187279635
552,"['citrus_fruit', 'cake_bar', 'baby_cosmetics', 'shopping_bags']",4,35.880672103173126
555,"['root_vegetables', 'whole_milk', 'yogurt', 'frozen_potato_products']",4,25.53430531496643
556,"['domestic_eggs', 'seasonal_products', 'shopping_bags']",3,16.030077910799434
557,"['domestic_eggs', 'specialty_bar', 'seasonal_products', 'shopping_bags']",4,28.46012130322647
558,"['bottled_water', 'soda']",2,10.589715817895526
561,"['tropical_fruit', 'sliced_cheese', 'domestic_eggs', 'zwieback']",4,20.880979866701075
562,"['frozen_potato_products', 'pot_plants']",2,28.096780357904827
563,"['frankfurter', 'other_vegetables', 'zwieback']",3,28.5345766262756
566,"['frozen_potato_products', 'bottled_water', 'soda']",3,24.03997207706739
567,"['tropical_fruit', 'dessert', 'sweet_spreads', 'fruit/vegetable_juice']",4,35.80240106173855
568,"['rolls/buns', 'brown_bread']",2,13.458054976903288
569,"['citrus_fruit', 'tropical_fruit', 'whole_milk', 'coffee']",4,42.57902430559658
570,"['yogurt', 'softener']",2,4.625617595809878
571,"['soda', 'softener']",2,8.098110683972608
573,"['oil', 'dental_care', 'newspapers']",3,26.182827563100744
576,"['whipped/sour_cream', 'beverages', 'fruit/vegetable_juice', 'chocolate']",4,26.49155775195554
578,"['whole_milk', 'frozen_vegetables', 'specialty_chocolate']",3,21.415737551986727
579,"['coffee', 'shopping_bags']",2,21.632609651822385
580,"['rolls/buns', 'waffles']",2,16.313087680338878
581,"['citrus_fruit', 'yogurt', 'brown_bread', 'pasta']",4,42.41698801260012
582,"['cream_cheese', 'rolls/buns']",2,6.894887844410514
584,"['chicken', 'whipped/sour_cream', 'coffee', 'shopping_bags']",4,28.897533747525678
586,"['grapes', 'root_vegetables']",2,4.162547848489986
587,"['root_vegetables', 'other_vegetables', 'yogurt']",3,15.832148100750583
588,"['oil', 'dish_cleaner', 'newspapers']",3,25.2803082767535
591,"['onions', 'vinegar', 'pet_care', 'specialty_bar']",4,26.41430303328289
592,"['dessert', 'dishes']",2,17.231334986044104
593,"['chewing_gum', 'napkins', 'dishes']",3,12.963186363733339
594,"['beverages', 'pastry', 'long_life_bakery_product', 'chocolate_marshmallow']",4,33.32131706194023
595,"['cat_food', 'soda']",2,15.032603793040767
596,"['whole_milk', 'beverages', 'pastry', 'soda']",4,28.54433707968196
597,"['soda', 'fruit/vegetable_juice']",2,13.144025905414424
599,"['beverages', 'bottled_water', 'misc._beverages']",3,14.834553539242219
600,"['whole_milk', 'yogurt', 'chocolate']",3,20.49474308345366
601,"['whole_milk', 'brown_bread']",2,18.45622080893713
602,"['citrus_fruit', 'frozen_potato_products']",2,25.950908253064306
603,"['ice_cream', 'salty_snack', 'waffles']",3,34.3461782452738
604,"['root_vegetables', 'fruit/vegetable_juice', 'long_life_bakery_product', 'pot_plants']",4,36.501503135157925
607,"['other_vegetables', 'chocolate']",2,20.447880662530412
608,"['whole_milk', 'white_bread', 'pastry']",3,25.10863242814293
609,"['zwieback', 'oil', 'mustard', 'chocolate']",4,32.12892561614198
610,"['butter', 'yogurt', 'dog_food']",3,13.209419392729327
